,3000_1m,3000_3m,3000_6m,3000_12m,4000_1m,4000_3m,4000_6m,4000_12m,5000_1m,5000_3m,5000_6m,5000_12m,6000_1m,6000_3m,6000_6m,6000_12m
271,7,7,7,7,7,6,6,7,7,6,7,7,7,7,7,7
272,7,8,7,7,8,7,7,7,8,7,7,7,6,7,7,7
273,7,7,7,7,7,7,7,7,8,7,7,7,8,7,7,7
274,7,6,7,7,7,6,7,7,7,7,7,7,8,7,7,7
275,7,8,7,7,6,6,7,7,6,6,7,7,6,7,7,7
276,7,7,7,7,6,6,7,7,7,7,7,7,6,7,7,7
277,7,8,7,7,6,7,7,7,7,6,7,7,6,7,7,7
278,7,8,7,7,6,6,7,7,7,6,7,7,7,7,7,7
279,7,8,7,7,6,5,7,7,7,7,7,7,7,7,7,7
280,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7
281,7,7,7,7,8,7,7,7,7,7,7,7,7,6,7,7
282,7,8,7,7,8,7,7,7,8,7,7,7,6,7,7,7
283,6,8,7,7,6,6,7,7,7,6,7,7,6,7,7,7
284,7,8,7,7,6,7,7,7,6,7,7,7,7,7,7,7
285,7,7,7,7,6,6,7,7,7,7,7,7,6,7,7,7
286,7,8,7,7,6,5,7,7,7,7,7,7,6,7,7,7
287,7,8,7,7,6,7,7,7,6,7,7,7,7,7,7,7
288,7,7,7,7,8,7,7,7,7,7,7,7,6,6,7,7
289,7,8,7,7,7,6,7,7,7,7,7,7,6,7,7,7
290,7,6,7,7,6,5,7,7,6,6,7,7,6,7,7,7
291,5,7,7,7,6,6,7,7,6,7,7,7,6,7,7,7
292,6,6,7,7,6,6,7,7,7,6,7,7,6,7,7,7
293,6,6,7,7,6,7,7,7,6,7,7,7,6,6,7,7
294,7,8,7,7,6,6,7,7,7,6,7,7,6,7,7,7
295,7,7,7,7,6,5,7,7,6,7,7,7,6,6,7,7
296,6,7,7,7,6,5,7,7,7,7,7,7,6,7,7,7
297,4,8,7,7,5,6,7,7,6,6,7,7,6,7,7,7
298,5,6,7,7,3,7,7,7,5,7,7,7,6,7,7,7
299,5,6,7,7,3,5,7,7,6,7,7,7,6,6,7,7
300,5,5,7,7,5,6,7,7,6,6,7,7,6,7,7,7
301,5,5,7,7,3,6,7,7,6,7,7,7,6,7,7,7
302,4,6,7,7,5,6,7,7,6,6,7,7,6,7,7,7
303,2,6,7,7,5,6,7,7,6,6,7,7,6,7,7,7
304,8,8,7,7,8,8,7,7,7,7,7,7,7,7,7,7
305,6,7,7,7,8,7,7,7,7,7,7,7,6,7,7,7
306,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7
307,5,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7
308,7,8,7,7,7,7,7,7,7,8,7,7,7,7,7,7
309,5,6,7,7,6,7,7,7,6,7,7,7,6,7,7,7
310,7,8,7,7,6,6,7,7,7,7,7,7,7,6,7,7
311,7,8,7,7,6,6,7,7,7,7,7,7,7,7,7,7
312,7,6,7,7,8,7,7,7,7,6,7,7,6,7,7,7
313,6,7,7,7,8,7,7,7,8,7,7,7,6,6,7,7
314,7,6,7,7,7,6,7,7,7,7,7,7,6,7,7,7
315,6,5,7,7,6,5,7,7,6,6,7,7,6,7,7,7
316,6,8,7,7,7,5,7,7,7,7,7,7,6,7,7,7
317,5,8,7,7,5,6,7,7,7,7,7,7,6,7,7,7
318,5,8,7,7,6,6,7,7,6,7,7,7,6,5,7,7
319,5,6,7,7,6,5,7,7,6,6,7,7,6,7,7,7
320,7,6,7,7,6,6,7,7,7,7,7,7,6,7,7,7
321,6,7,7,7,6,6,7,7,6,7,7,7,6,7,7,7
322,4,5,7,7,6,7,7,7,6,7,7,7,6,7,7,7
323,5,7,7,7,3,6,7,7,4,7,7,7,6,7,7,7
324,6,6,7,7,6,6,7,7,6,7,7,7,6,7,7,7
325,3,8,7,7,3,6,7,7,6,6,7,7,6,7,7,7
326,7,8,7,7,5,6,7,7,6,7,7,7,6,7,7,7
327,2,6,7,7,5,7,7,7,5,6,7,7,6,7,7,7
328,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7
329,6,6,7,7,2,6,7,7,6,6,7,7,6,7,7,7
330,4,5,7,7,6,7,7,7,5,6,7,7,3,6,7,7
331,4,5,7,7,2,5,7,7,5,7,7,7,6,6,7,7
332,3,6,7,7,4,5,7,7,5,6,7,7,5,6,7,7
333,3,6,7,7,5,6,7,7,4,5,7,7,6,7,7,7
334,3,5,7,7,4,6,7,7,6,6,7,7,5,7,7,7
335,2,5,7,7,4,5,7,7,4,5,7,7,5,7,7,7
336,5,6,7,7,6,5,7,7,7,7,7,7,7,7,7,7
337,3,6,7,7,3,6,7,7,6,7,7,7,6,7,7,7
338,4,6,7,7,4,5,7,7,6,7,7,7,6,7,7,7
339,2,6,7,7,3,6,7,7,4,7,7,7,6,7,7,7
340,2,5,7,7,5,5,7,7,6,6,7,7,5,7,7,7
341,2,5,7,7,2,5,7,7,4,6,7,7,6,7,7,7
342,2,5,7,7,4,6,7,7,5,5,7,7,6,7,7,7
343,2,6,7,7,4,5,7,7,4,6,7,7,5,6,7,7
344,7,7,7,7,4,6,7,7,6,6,7,7,6,7,7,7
345,2,7,7,7,3,6,7,7,5,7,7,7,6,7,7,7
346,3,6,7,7,5,7,7,7,4,6,7,7,6,7,7,7
347,2,6,7,7,2,6,7,7,4,7,7,7,3,6,7,7
348,4,6,7,7,6,6,7,7,6,6,7,7,5,7,7,7
349,2,5,7,7,5,7,7,7,5,7,7,7,6,7,7,7
350,2,5,7,7,2,5,7,7,2,6,7,7,5,7,7,7
351,2,5,7,7,2,6,7,7,2,6,7,7,5,6,7,7
352,4,6,7,7,4,5,7,7,6,7,7,7,6,6,7,7
353,2,5,7,7,4,6,7,7,5,7,7,7,6,7,7,7
354,2,6,7,7,0,6,7,7,5,7,7,7,6,7,7,7
355,2,6,7,7,2,5,7,7,2,7,7,7,6,7,7,7
356,2,5,7,7,2,6,7,7,5,6,7,7,6,7,7,7
357,3,5,7,7,1,5,7,7,5,5,7,7,2,6,7,7
358,2,6,7,7,2,6,7,7,5,6,7,7,5,7,7,7
359,3,5,7,7,2,6,7,7,2,5,7,7,3,7,7,7
360,4,6,7,7,6,7,7,7,5,7,7,7,7,7,7,7
361,2,6,7,7,1,6,7,7,7,7,7,7,5,7,7,7
362,2,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7
363,2,6,7,7,2,6,7,7,4,7,7,7,6,7,7,7
364,2,5,7,7,1,7,7,7,4,7,7,7,7,7,7,7
365,2,7,7,7,1,6,7,7,4,6,7,7,3,7,7,7
366,1,6,7,7,5,6,7,7,4,6,7,7,7,7,7,7
367,1,7,7,7,1,7,7,7,5,7,7,7,7,7,7,7
368,4,6,7,7,7,6,7,7,7,6,7,7,6,7,7,7
369,4,5,7,7,2,5,7,7,4,7,7,7,5,6,7,7
370,4,5,7,7,2,6,7,7,5,6,7,7,6,7,7,7
371,1,5,7,7,1,6,7,7,3,7,7,7,4,7,7,7
372,1,5,7,7,1,5,7,7,5,6,7,7,6,7,7,7
373,2,6,7,7,1,5,7,7,4,6,7,7,6,6,7,7
374,2,6,7,7,2,6,7,7,2,6,7,7,6,7,7,7
375,2,6,7,7,0,7,7,7,4,6,7,7,4,7,7,7
376,4,7,7,7,4,6,7,7,6,7,7,7,6,7,7,7
377,1,5,7,7,2,6,7,7,4,7,7,7,7,7,7,7
378,2,6,7,7,2,7,7,7,4,7,7,7,5,5,7,7
379,0,6,7,7,2,7,7,7,4,7,7,7,5,7,7,7
380,2,6,7,7,2,7,7,7,4,6,7,7,6,7,7,7
381,0,5,7,7,4,7,7,7,4,7,7,7,5,7,7,7
382,1,7,7,7,1,7,7,7,2,7,7,7,6,7,7,7
383,1,7,7,7,1,6,7,7,5,7,7,7,2,7,7,7
384,4,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7
385,1,6,7,7,2,7,7,7,7,6,7,7,3,7,7,7
386,1,6,7,7,3,7,7,7,6,7,7,7,5,7,7,7
387,0,6,7,7,0,6,7,7,2,6,7,7,4,7,7,7
388,1,5,7,7,3,7,7,7,1,6,7,7,6,7,7,7
